1.0,0.0,80.0,nan
1.0,0.0,77.5,nan
1.0,0.0,75.0,nan
1.0,0.0,72.5,nan
1.0,0.0,70.0,nan
1.0,0.0,67.5,nan
1.0,0.0,65.0,nan
1.0,0.0,62.5,nan
1.0,0.0,60.0,nan
1.0,0.0,57.5,nan
1.0,0.0,55.0,nan
1.0,0.0,52.5,nan
1.0,0.0,50.0,nan
1.0,0.0,47.5,nan
1.0,0.0,45.0,nan
1.0,0.0,42.5,nan
1.0,0.0,40.0,nan
1.0,0.0,37.5,nan
1.0,0.0,35.0,nan
1.0,0.0,32.5,nan
1.0,0.0,30.0,nan
1.0,0.0,27.5,nan
1.0,0.0,25.0,nan
1.0,0.0,22.5,nan
1.0,0.0,20.0,nan
1.0,0.0,17.5,nan
1.0,0.0,15.0,nan
1.0,0.0,12.5,nan
1.0,0.0,10.0,nan
1.0,0.0,7.5,nan
1.0,0.0,5.0,nan
1.0,0.0,2.5,nan
1.0,0.0,0.0,nan
1.0,0.0,-2.5,nan
1.0,0.0,-5.0,nan
1.0,0.0,-7.5,nan
1.0,0.0,-10.0,nan
1.0,0.0,-12.5,nan
1.0,0.0,-15.0,nan
1.0,0.0,-17.5,nan
1.0,0.0,-20.0,nan
1.0,0.0,-22.5,nan
1.0,0.0,-25.0,nan
1.0,0.0,-27.5,nan
1.0,0.0,-30.0,nan
1.0,0.0,-32.5,nan
1.0,0.0,-35.0,nan
1.0,0.0,-37.5,nan
1.0,0.0,-40.0,nan
1.0,0.0,-42.5,nan
1.0,0.0,-45.0,nan
1.0,0.0,-47.5,nan
1.0,0.0,-50.0,nan
1.0,0.0,-52.5,nan
1.0,0.0,-55.0,nan
1.0,0.0,-57.5,nan
1.0,0.0,-60.0,nan
1.0,0.0,-62.5,nan
1.0,0.0,-65.0,nan
1.0,0.0,-67.5,nan
1.0,0.0,-70.0,nan
1.0,0.0,-72.5,nan
1.0,0.0,-75.0,nan
1.0,0.0,-77.5,nan
1.0,0.0,-80.0,nan
1.0,2.5,80.0,nan
1.0,2.5,77.5,nan
1.0,2.5,75.0,nan
1.0,2.5,72.5,nan
1.0,2.5,70.0,nan
1.0,2.5,67.5,nan
1.0,2.5,65.0,nan
1.0,2.5,62.5,nan
1.0,2.5,60.0,nan
1.0,2.5,57.5,nan
1.0,2.5,55.0,nan
1.0,2.5,52.5,nan
1.0,2.5,50.0,nan
1.0,2.5,47.5,nan
1.0,2.5,45.0,nan
1.0,2.5,42.5,nan
1.0,2.5,40.0,nan
1.0,2.5,37.5,nan
1.0,2.5,35.0,nan
1.0,2.5,32.5,nan
1.0,2.5,30.0,nan
1.0,2.5,27.5,nan
1.0,2.5,25.0,nan
1.0,2.5,22.5,nan
1.0,2.5,20.0,nan
1.0,2.5,17.5,nan
1.0,2.5,15.0,nan
1.0,2.5,12.5,nan
1.0,2.5,10.0,nan
1.0,2.5,7.5,nan
1.0,2.5,5.0,nan
1.0,2.5,2.5,nan
1.0,2.5,0.0,nan
1.0,2.5,-2.5,nan
1.0,2.5,-5.0,nan
1.0,2.5,-7.5,nan
1.0,2.5,-10.0,nan
1.0,2.5,-12.5,nan
1.0,2.5,-15.0,nan
1.0,2.5,-17.5,nan
1.0,2.5,-20.0,nan
1.0,2.5,-22.5,nan
1.0,2.5,-25.0,nan
1.0,2.5,-27.5,nan
1.0,2.5,-30.0,nan
1.0,2.5,-32.5,nan
1.0,2.5,-35.0,nan
1.0,2.5,-37.5,nan
1.0,2.5,-40.0,nan
1.0,2.5,-42.5,nan
1.0,2.5,-45.0,nan
1.0,2.5,-47.5,nan
1.0,2.5,-50.0,nan
1.0,2.5,-52.5,nan
1.0,2.5,-55.0,nan
1.0,2.5,-57.5,nan
1.0,2.5,-60.0,nan
1.0,2.5,-62.5,nan
1.0,2.5,-65.0,nan
1.0,2.5,-67.5,nan
1.0,2.5,-70.0,nan
1.0,2.5,-72.5,nan
1.0,2.5,-75.0,nan
1.0,2.5,-77.5,nan
1.0,2.5,-80.0,nan
1.0,5.0,80.0,nan
1.0,5.0,77.5,nan
1.0,5.0,75.0,nan
1.0,5.0,72.5,nan
1.0,5.0,70.0,nan
1.0,5.0,67.5,nan
1.0,5.0,65.0,nan
1.0,5.0,62.5,nan
1.0,5.0,60.0,nan
1.0,5.0,57.5,nan
1.0,5.0,55.0,nan
1.0,5.0,52.5,nan
1.0,5.0,50.0,nan
1.0,5.0,47.5,nan
1.0,5.0,45.0,nan
1.0,5.0,42.5,nan
1.0,5.0,40.0,nan
1.0,5.0,37.5,nan
1.0,5.0,35.0,nan
1.0,5.0,32.5,nan
1.0,5.0,30.0,nan
1.0,5.0,27.5,nan
1.0,5.0,25.0,nan
1.0,5.0,22.5,nan
1.0,5.0,20.0,nan
1.0,5.0,17.5,nan
1.0,5.0,15.0,nan
1.0,5.0,12.5,nan
1.0,5.0,10.0,nan
1.0,5.0,7.5,nan
1.0,5.0,5.0,nan
1.0,5.0,2.5,nan
1.0,5.0,0.0,nan
1.0,5.0,-2.5,nan
1.0,5.0,-5.0,nan
1.0,5.0,-7.5,nan
1.0,5.0,-10.0,nan
1.0,5.0,-12.5,nan
1.0,5.0,-15.0,nan
1.0,5.0,-17.5,nan
1.0,5.0,-20.0,nan
1.0,5.0,-22.5,nan
1.0,5.0,-25.0,nan
1.0,5.0,-27.5,nan
1.0,5.0,-30.0,nan
1.0,5.0,-32.5,nan
1.0,5.0,-35.0,nan
1.0,5.0,-37.5,nan
1.0,5.0,-40.0,nan
1.0,5.0,-42.5,nan
1.0,5.0,-45.0,nan
1.0,5.0,-47.5,nan
1.0,5.0,-50.0,nan
1.0,5.0,-52.5,nan
1.0,5.0,-55.0,nan
1.0,5.0,-57.5,nan
1.0,5.0,-60.0,nan
1.0,5.0,-62.5,nan
1.0,5.0,-65.0,nan
1.0,5.0,-67.5,nan
1.0,5.0,-70.0,nan
1.0,5.0,-72.5,nan
1.0,5.0,-75.0,nan
1.0,5.0,-77.5,nan
1.0,5.0,-80.0,nan
1.0,7.5,80.0,nan
1.0,7.5,77.5,nan
1.0,7.5,75.0,nan
1.0,7.5,72.5,nan
1.0,7.5,70.0,nan
1.0,7.5,67.5,nan
1.0,7.5,65.0,nan
1.0,7.5,62.5,nan
1.0,7.5,60.0,nan
1.0,7.5,57.5,nan
1.0,7.5,55.0,nan
1.0,7.5,52.5,nan
1.0,7.5,50.0,nan
1.0,7.5,47.5,nan
1.0,7.5,45.0,nan
1.0,7.5,42.5,nan
1.0,7.5,40.0,nan
1.0,7.5,37.5,nan
1.0,7.5,35.0,nan
1.0,7.5,32.5,nan
1.0,7.5,30.0,nan
1.0,7.5,27.5,nan
1.0,7.5,25.0,nan
1.0,7.5,22.5,nan
1.0,7.5,20.0,nan
1.0,7.5,17.5,nan
1.0,7.5,15.0,nan
1.0,7.5,12.5,nan
1.0,7.5,10.0,nan
1.0,7.5,7.5,nan
1.0,7.5,5.0,nan
1.0,7.5,2.5,nan
1.0,7.5,0.0,nan
1.0,7.5,-2.5,nan
1.0,7.5,-5.0,nan
1.0,7.5,-7.5,nan
1.0,7.5,-10.0,nan
1.0,7.5,-12.5,nan
1.0,7.5,-15.0,nan
1.0,7.5,-17.5,nan
1.0,7.5,-20.0,nan
1.0,7.5,-22.5,nan
1.0,7.5,-25.0,nan
1.0,7.5,-27.5,nan
1.0,7.5,-30.0,nan
1.0,7.5,-32.5,nan
1.0,7.5,-35.0,nan
1.0,7.5,-37.5,nan
1.0,7.5,-40.0,nan
1.0,7.5,-42.5,nan
1.0,7.5,-45.0,nan
1.0,7.5,-47.5,nan
1.0,7.5,-50.0,nan
1.0,7.5,-52.5,nan
1.0,7.5,-55.0,nan
1.0,7.5,-57.5,nan
1.0,7.5,-60.0,nan
1.0,7.5,-62.5,nan
1.0,7.5,-65.0,nan
1.0,7.5,-67.5,nan
1.0,7.5,-70.0,nan
1.0,7.5,-72.5,nan
1.0,7.5,-75.0,nan
1.0,7.5,-77.5,nan
1.0,7.5,-80.0,nan
1.0,10.0,80.0,nan
1.0,10.0,77.5,nan
1.0,10.0,75.0,nan
1.0,10.0,72.5,nan
1.0,10.0,70.0,nan
1.0,10.0,67.5,nan
1.0,10.0,65.0,nan
1.0,10.0,62.5,nan
1.0,10.0,60.0,nan
1.0,10.0,57.5,nan
1.0,10.0,55.0,nan
1.0,10.0,52.5,nan
1.0,10.0,50.0,nan
1.0,10.0,47.5,nan
1.0,10.0,45.0,nan
1.0,10.0,42.5,nan
1.0,10.0,40.0,nan
1.0,10.0,37.5,nan
1.0,10.0,35.0,nan
1.0,10.0,32.5,nan
1.0,10.0,30.0,nan
1.0,10.0,27.5,nan
1.0,10.0,25.0,nan
1.0,10.0,22.5,nan
1.0,10.0,20.0,nan
1.0,10.0,17.5,nan
1.0,10.0,15.0,nan
1.0,10.0,12.5,nan
1.0,10.0,10.0,nan
1.0,10.0,7.5,nan
1.0,10.0,5.0,nan
1.0,10.0,2.5,nan
1.0,10.0,0.0,nan
1.0,10.0,-2.5,nan
1.0,10.0,-5.0,nan
1.0,10.0,-7.5,nan
1.0,10.0,-10.0,nan
1.0,10.0,-12.5,nan
1.0,10.0,-15.0,nan
1.0,10.0,-17.5,nan
1.0,10.0,-20.0,nan
1.0,10.0,-22.5,nan
1.0,10.0,-25.0,nan
1.0,10.0,-27.5,nan
1.0,10.0,-30.0,nan
1.0,10.0,-32.5,nan
1.0,10.0,-35.0,nan
1.0,10.0,-37.5,nan
1.0,10.0,-40.0,nan
1.0,10.0,-42.5,nan
1.0,10.0,-45.0,nan
1.0,10.0,-47.5,nan
1.0,10.0,-50.0,nan
1.0,10.0,-52.5,nan
1.0,10.0,-55.0,nan
1.0,10.0,-57.5,nan
1.0,10.0,-60.0,nan
1.0,10.0,-62.5,nan
1.0,10.0,-65.0,nan
1.0,10.0,-67.5,nan
1.0,10.0,-70.0,nan
1.0,10.0,-72.5,nan
1.0,10.0,-75.0,nan
1.0,10.0,-77.5,nan
1.0,10.0,-80.0,nan
1.0,12.5,80.0,nan
1.0,12.5,77.5,nan
1.0,12.5,75.0,nan
1.0,12.5,72.5,nan
1.0,12.5,70.0,nan
1.0,12.5,67.5,nan
1.0,12.5,65.0,nan
1.0,12.5,62.5,nan
1.0,12.5,60.0,nan
1.0,12.5,57.5,nan
1.0,12.5,55.0,nan
1.0,12.5,52.5,nan
1.0,12.5,50.0,nan
1.0,12.5,47.5,nan
1.0,12.5,45.0,nan
1.0,12.5,42.5,nan
1.0,12.5,40.0,nan
1.0,12.5,37.5,nan
1.0,12.5,35.0,nan
1.0,12.5,32.5,nan
1.0,12.5,30.0,nan
1.0,12.5,27.5,nan
1.0,12.5,25.0,nan
1.0,12.5,22.5,nan
1.0,12.5,20.0,nan
1.0,12.5,17.5,nan
1.0,12.5,15.0,nan
1.0,12.5,12.5,nan
1.0,12.5,10.0,nan
1.0,12.5,7.5,nan
1.0,12.5,5.0,nan
1.0,12.5,2.5,nan
1.0,12.5,0.0,nan
1.0,12.5,-2.5,nan
1.0,12.5,-5.0,nan
1.0,12.5,-7.5,nan
1.0,12.5,-10.0,nan
1.0,12.5,-12.5,nan
1.0,12.5,-15.0,nan
1.0,12.5,-17.5,nan
1.0,12.5,-20.0,nan
1.0,12.5,-22.5,nan
1.0,12.5,-25.0,nan
1.0,12.5,-27.5,nan
1.0,12.5,-30.0,nan
1.0,12.5,-32.5,nan
1.0,12.5,-35.0,nan
1.0,12.5,-37.5,nan
1.0,12.5,-40.0,nan
1.0,12.5,-42.5,nan
1.0,12.5,-45.0,nan
1.0,12.5,-47.5,nan
1.0,12.5,-50.0,nan
1.0,12.5,-52.5,nan
1.0,12.5,-55.0,nan
1.0,12.5,-57.5,nan
1.0,12.5,-60.0,nan
1.0,12.5,-62.5,nan
1.0,12.5,-65.0,nan
1.0,12.5,-67.5,nan
1.0,12.5,-70.0,nan
1.0,12.5,-72.5,nan
1.0,12.5,-75.0,nan
1.0,12.5,-77.5,nan
1.0,12.5,-80.0,nan
1.0,15.0,80.0,nan
1.0,15.0,77.5,nan
1.0,15.0,75.0,nan
1.0,15.0,72.5,nan
1.0,15.0,70.0,nan
1.0,15.0,67.5,nan
1.0,15.0,65.0,nan
1.0,15.0,62.5,nan
1.0,15.0,60.0,nan
1.0,15.0,57.5,nan
1.0,15.0,55.0,nan
1.0,15.0,52.5,nan
1.0,15.0,50.0,nan
1.0,15.0,47.5,nan
1.0,15.0,45.0,nan
1.0,15.0,42.5,nan
1.0,15.0,40.0,nan
1.0,15.0,37.5,nan
1.0,15.0,35.0,nan
1.0,15.0,32.5,nan
1.0,15.0,30.0,nan
1.0,15.0,27.5,nan
1.0,15.0,25.0,nan
1.0,15.0,22.5,nan
1.0,15.0,20.0,nan
1.0,15.0,17.5,nan
1.0,15.0,15.0,nan
1.0,15.0,12.5,nan
1.0,15.0,10.0,nan
1.0,15.0,7.5,nan
1.0,15.0,5.0,nan
1.0,15.0,2.5,nan
1.0,15.0,0.0,nan
1.0,15.0,-2.5,nan
1.0,15.0,-5.0,nan
1.0,15.0,-7.5,nan
1.0,15.0,-10.0,nan
1.0,15.0,-12.5,nan
1.0,15.0,-15.0,nan
1.0,15.0,-17.5,nan
1.0,15.0,-20.0,nan
1.0,15.0,-22.5,nan
1.0,15.0,-25.0,nan
1.0,15.0,-27.5,nan
1.0,15.0,-30.0,nan
1.0,15.0,-32.5,nan
1.0,15.0,-35.0,nan
1.0,15.0,-37.5,nan
1.0,15.0,-40.0,nan
1.0,15.0,-42.5,nan
1.0,15.0,-45.0,nan
1.0,15.0,-47.5,nan
1.0,15.0,-50.0,nan
1.0,15.0,-52.5,nan
1.0,15.0,-55.0,nan
1.0,15.0,-57.5,nan
1.0,15.0,-60.0,nan
1.0,15.0,-62.5,nan
1.0,15.0,-65.0,nan
1.0,15.0,-67.5,nan
1.0,15.0,-70.0,nan
1.0,15.0,-72.5,nan
1.0,15.0,-75.0,nan
1.0,15.0,-77.5,nan
1.0,15.0,-80.0,nan
1.0,17.5,80.0,nan
1.0,17.5,77.5,nan
1.0,17.5,75.0,nan
1.0,17.5,72.5,nan
1.0,17.5,70.0,nan
1.0,17.5,67.5,nan
1.0,17.5,65.0,nan
1.0,17.5,62.5,nan
1.0,17.5,60.0,nan
1.0,17.5,57.5,nan
1.0,17.5,55.0,nan
1.0,17.5,52.5,nan
1.0,17.5,50.0,nan
1.0,17.5,47.5,nan
1.0,17.5,45.0,nan
1.0,17.5,42.5,nan
1.0,17.5,40.0,nan
1.0,17.5,37.5,nan
1.0,17.5,35.0,nan
1.0,17.5,32.5,nan
1.0,17.5,30.0,nan
1.0,17.5,27.5,nan
1.0,17.5,25.0,nan
1.0,17.5,22.5,nan
1.0,17.5,20.0,nan
1.0,17.5,17.5,nan
1.0,17.5,15.0,nan
1.0,17.5,12.5,nan
1.0,17.5,10.0,nan
1.0,17.5,7.5,nan
1.0,17.5,5.0,nan
1.0,17.5,2.5,nan
1.0,17.5,0.0,nan
1.0,17.5,-2.5,nan
1.0,17.5,-5.0,nan
1.0,17.5,-7.5,nan
1.0,17.5,-10.0,nan
1.0,17.5,-12.5,nan
1.0,17.5,-15.0,nan
1.0,17.5,-17.5,nan
1.0,17.5,-20.0,nan
1.0,17.5,-22.5,nan
1.0,17.5,-25.0,nan
1.0,17.5,-27.5,nan
1.0,17.5,-30.0,nan
1.0,17.5,-32.5,nan
1.0,17.5,-35.0,nan
1.0,17.5,-37.5,nan
1.0,17.5,-40.0,nan
1.0,17.5,-42.5,nan
